휴게소명,도로종류,도로노선번호,도로노선명,도로노선방향,위도,경도,휴게소종류,휴게소운영시작시각,휴게소운영종료시각,도로점용면적,주차면수,경정비가능여부,주유소유무,LPG충전소유무,전기차충전소유무,버스환승가능여부,쉼터유무,화장실유무,약국유무,수유실유무,매점유무,음식점유무,기타편의시설,휴게소대표음식명,휴게소전화번호,데이터기준일자,제공기관코드,제공기관명
안동(춘천),고속국도,55,중앙선,상행,36.5534301,128.645144,일반휴게소,00:00,23:59,66492,155,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,안동간고등어정식,054-853-4061,2026-01-26,B500004,한국도로공사
안동(부산),고속국도,55,중앙선,하행,36.553167,128.641923,일반휴게소,00:00,23:59,85692,182,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,안동간고등어정식,054-853-4370,2026-01-26,B500004,한국도로공사
신탄진(서울),고속국도,1,경부선,상행,36.426834,127.418438,화물차휴게소,00:00,23:59,28974,342,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,도가니설렁탕,042-934-2442,2026-01-26,B500004,한국도로공사
시흥하늘,고속국도,100,수도권제1순환선,양방향,37.383794,126.855452,일반휴게소,00:00,23:59,40874,560,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,등심스테이크,031-481-9757,2026-01-26,B500004,한국도로공사
순천(순천),고속국도,25,호남선,하행,35.0085501,127.445044,간이휴게소,00:00,23:59,42822,44,N,N,N,N,N,Y,Y,N,Y,Y,Y,,함평 추어탕+육개장,061-755-4982,2026-01-26,B500004,한국도로공사
속리산(청주),고속국도,30,당진영덕선,상행,36.447804,127.869061,일반휴게소,00:00,23:59,63846,189,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,보은대추영양솥밥,043-544-1466,2026-01-26,B500004,한국도로공사
성주(창원),고속국도,45,중부내륙선,하행,36.010603,128.259675,화물차휴게소,00:00,23:59,16700,188,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,참외 고추장 비빔밥,054-932-0800,2026-01-26,B500004,한국도로공사
성주(양평),고속국도,45,중부내륙선,상행,36.0082601,128.261541,화물차휴게소,00:00,23:59,23306,188,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,고추장제육볶음,054-933-0800,2026-01-26,B500004,한국도로공사
섬진강(순천),고속국도,25,호남선,하행,34.985669,127.769329,일반휴게소,00:00,23:59,53607,191,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,,청매실 재첩비빔밥+얼큰 순두부찌개,061-772-7993,2026-01-26,B500004,한국도로공사
섬진강(부산),고속국도,25,호남선,상행,34.9847001,127.770697,일반휴게소,00:00,23:59,38631,141,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,,재첩국+광양 뚝배기불고기,061-772-7986,2026-01-26,B500004,한국도로공사
선산(창원),고속국도,45,중부내륙선,하행,36.274223,128.250745,일반휴게소,00:00,23:59,38848,265,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,능이버섯육개장,054-482-6031,2026-01-26,B500004,한국도로공사
처인,고속국도,29,세종포천선,양방향,37.3418541,127.218541,일반휴게소,00:00,23:59,132986,610,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,고추장제육볶음,031-323-5325,2026-01-26,B500004,한국도로공사
밀양영남루(울산),고속국도,14,함양울산선,하행,35.492884,128.664121,일반휴게소,00:00,23:59,26235,118,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,비빔밥,055-355-7970,2026-01-26,B500004,한국도로공사
선산(양평),고속국도,45,중부내륙선,상행,36.277941,128.249296,일반휴게소,00:00,23:59,15454,208,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,묵은지김치찌개,054-482-6011,2026-01-26,B500004,한국도로공사
서천(서울),고속국도,15,서해안선,상행,36.131929,126.627834,일반휴게소,00:00,23:59,18130,200,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,사골들깨순두부,041-952-9700,2026-01-26,B500004,한국도로공사
서천(목포),고속국도,15,서해안선,하행,36.129505,126.626485,일반휴게소,00:00,23:59,28943,152,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,동죽해물된장찌개,041-952-5757,2026-01-26,B500004,한국도로공사
서울만남(부산),고속국도,1,경부선,하행,37.460166,127.041908,일반휴게소,00:00,23:59,32460,262,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,말죽거리소고기국밥,02-578-3372,2026-01-26,B500004,한국도로공사
서여주(창원),고속국도,45,중부내륙,하행,37.279412,127.578083,간이휴게소,00:00,23:59,54919,70,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,콩나물황태해장국,031-884-9714,2026-01-26,B500004,한국도로공사
서여주(양평),고속국도,45,중부내륙,상행,37.278607,127.580501,간이휴게소,00:00,23:59,57948,75,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,조개살된장찌개,031-885-9760,2026-01-26,B500004,한국도로공사
서산(서울),고속국도,15,서해안선,상행,36.734194,126.566302,일반휴게소,00:00,23:59,13845,197,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,불향제육덮밥,041-688-7714,2026-01-26,B500004,한국도로공사
서산(목포),고속국도,15,서해안선,하행,36.742991,126.565029,일반휴게소,00:00,23:59,51095,253,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,어리굴젓백반,041-688-8814,2026-01-26,B500004,한국도로공사
산청(통영),고속국도,35,대전통영선,하행,35.333504,127.937049,일반휴게소,00:00,23:59,58111,130,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,한방우불고기,055-973-9036,2026-01-26,B500004,한국도로공사
산청(대전),고속국도,35,대전통영선,상행,35.333522,127.938998,일반휴게소,00:00,23:59,53378,170,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,한방우불고기,055-973-5970,2026-01-26,B500004,한국도로공사
사천(순천),고속국도,10,남해선,하행,35.074968,128.012589,일반휴게소,00:00,23:59,61600,192,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,건강버섯두부덮밥,055-854-3547,2026-01-26,B500004,한국도로공사
사천(부산),고속국도,10,남해선,상행,35.073173,128.010802,일반휴게소,00:00,23:59,26830,178,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,건강버섯두부덮밥,055-854-3134,2026-01-26,B500004,한국도로공사
부여백제(서천),고속국도,151,서천공주선,하행,36.258383,126.796755,일반휴게소,00:00,23:59,30853,99,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,얼큰 순두부찌개,041-834-5600,2026-01-26,B500004,한국도로공사
부여백제(공주),고속국도,151,서천공주선,상행,36.258352,126.8000701,일반휴게소,00:00,23:59,30117,90,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,표고버섯 된장찌개,041-833-5400,2026-01-26,B500004,한국도로공사
부안고려청자(서울),고속국도,15,서해안선,상행,35.671598,126.734592,일반휴게소,00:00,23:59,21205,157,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,부안오디돈까스,063-776-7002,2026-01-26,B500004,한국도로공사
부안고려청자(목포),고속국도,15,서해안선,상행,35.671628,126.732073,일반휴게소,00:00,23:59,72611,158,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,부안오디돈까스,063-776-8003,2026-01-26,B500004,한국도로공사
보성녹차(영암),고속국도,10,남해선,상행,34.807313,127.181003,간이휴게소,00:00,23:59,71199,74,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,보성꼬막비빔밥+애호박고추장찌개,070-4325-8801,2026-01-26,B500004,한국도로공사
보성녹차(순천),고속국도,10,남해선,하행,34.807313,127.181003,간이휴게소,00:00,23:59,41433,113,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,보성꼬막비빔밥+애호박고추장찌개,070-4325-8808,2026-01-26,B500004,한국도로공사
벌곡(대전),고속국도,251,호남지선,상행,36.210451,127.270542,일반휴게소,00:00,23:59,27411,149,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,촌돼지찌개,041-734-5250,2026-01-26,B500004,한국도로공사
벌곡(논산),고속국도,251,호남지선,하행,36.217974,127.273468,일반휴게소,00:00,23:59,24628,133,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,벌곡닭갈비,041-732-7694,2026-01-26,B500004,한국도로공사
백양사(천안),고속국도,25,호남선,상행,35.393018,126.807376,일반휴게소,00:00,23:59,27840,74,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,삼채애호박찌개+녹차굴비백반,061-394-5177,2026-01-26,B500004,한국도로공사
백양사(순천),고속국도,25,호남선,하행,35.394425,126.805361,일반휴게소,00:00,23:59,29681,73,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,삼채된장찌개+불고기돌솥비빔밥,061-394-9990,2026-01-26,B500004,한국도로공사
문의청남대(청주),고속국도,30,당진영덕선,상행,36.544083,127.484613,일반휴게소,00:00,23:59,31030,148,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,버섯불고기정식,043-223-2820,2026-01-26,B500004,한국도로공사
문의청남대(영덕),고속국도,30,당진영덕선,하행,36.542544,127.483797,일반휴게소,00:00,23:59,52200,150,N,Y,N,N,N,Y,Y,N,Y,Y,Y,,파채제육덮밥,043-715-2820,2026-01-26,B500004,한국도로공사
문산(순천),고속국도,10,남해선,하행,35.171374,128.151591,일반휴게소,00:00,23:59,18397,232,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,엄마손된장찌개,055-761-2820,2026-01-26,B500004,한국도로공사
문막(인천),고속국도,50,영동선,상행,37.297853,127.817261,일반휴게소,00:00,23:59,42780,213,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,소한마리탕,033-747-8162,2026-01-26,B500004,한국도로공사
문막(강릉),고속국도,50,영동선,하행,37.335469,127.8582201,일반휴게소,00:00,23:59,74440,250,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,강릉식 순두부찌개,033-731-8481,2026-01-26,B500004,한국도로공사
문경(창원),고속국도,45,중부내륙선,하행,36.620549,128.149982,화물차휴게소,00:00,23:59,58347,272,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,곤드레비빔밥,054-554-1655,2026-01-26,B500004,한국도로공사
문경(양평),고속국도,45,중부내륙선,상행,36.621068,128.1523901,화물차휴게소,00:00,23:59,19800,301,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,짬뽕순두부,054-554-1610,2026-01-26,B500004,한국도로공사
매송(서울),고속국도,15,서해안선,상행,37.264769,126.891795,화물차휴게소,00:00,23:59,87552,396,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,양갑조국밥,031-295-1501,2026-01-26,B500004,한국도로공사
매송(목포),고속국도,15,서해안선,하행,37.265084,126.888544,화물차휴게소,00:00,23:59,80395,394,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,양갑조국밥,031-296-1501,2026-01-26,B500004,한국도로공사
망향(부산),고속국도,1,경부선,하행,36.8556501,127.180929,일반휴게소,00:00,23:59,34779,329,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,명품한우국밥,041-557-4000,2026-01-26,B500004,한국도로공사
마장,고속국도,35,중부선,양방향,37.263849,127.407043,일반휴게소,00:00,23:59,103000,693,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,이천돌솥밥설렁탕,031-630-0001,2026-01-26,B500004,한국도로공사
동해(삼척),고속국도,65,동해선,하행,37.601776,129.073636,일반휴게소,00:00,23:59,39724,104,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,제육볶음,033-534-6631,2026-01-26,B500004,한국도로공사
동명(춘천),고속국도,55,중앙선,상행,36.006426,128.5493901,일반휴게소,00:00,23:59,28096,140,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,돌솥비빔밥된장찌게정식,054-977-6901,2026-01-26,B500004,한국도로공사
동명(부산),고속국도,55,중앙선,하행,36.0069901,128.546504,일반휴게소,00:00,23:59,28095,165,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,팔공비빔밤정식,054-977-6922,2026-01-26,B500004,한국도로공사
덕평,고속국도,50,영동선,양방향,37.241456,127.390189,일반휴게소,00:00,23:59,182761,848,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,새우로제파스타,031-645-0001,2026-01-26,B500004,한국도로공사
덕유산(통영),고속국도,35,대전통영선,하행,35.813428,127.643173,일반휴게소,00:00,23:59,47737,207,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,한우국밥,063-353-5100,2026-01-26,B500004,한국도로공사
덕유산(대전),고속국도,35,대전통영선,상행,35.816481,127.646149,일반휴게소,00:00,23:59,43941,191,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,흑돼지김치찌개,063-353-4200,2026-01-26,B500004,한국도로공사
대천(서울),고속국도,15,서해안선,상행,36.374457,126.558327,일반휴게소,00:00,23:59,49169,211,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,돌솥비빔밥,041-931-6801,2026-01-26,B500004,한국도로공사
대천(목포),고속국도,15,서해안선,하행,36.372995,126.555684,일반휴게소,00:00,23:59,38519,180,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,순두부찌개,041-931-6901,2026-01-26,B500004,한국도로공사
단양팔경(춘천),고속국도,55,중앙선,하행,36.942903,128.322142,일반휴게소,00:00,23:59,79980,142,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,마늘왕돈가스,043-421-1671,2026-01-26,B500004,한국도로공사
단양팔경(부산),고속국도,55,중앙선,상행,36.995459,128.287616,일반휴게소,00:00,23:59,31481,141,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,새뱅이해물순두부,043-423-5401,2026-01-26,B500004,한국도로공사
논공(대구),고속국도,12,광주대구선,상행,35.764989,128.402909,일반휴게소,00:00,23:59,37766,116,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,대구 연근덮밥,070-4304-0620,2026-01-26,B500004,한국도로공사
논공(광주),고속국도,12,광주대구선,하행,35.767421,128.403493,일반휴게소,00:00,23:59,29234,119,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,대구육개장,070-4304-0600,2026-01-26,B500004,한국도로공사
내린천,고속국도,60,서울양양선,양방향,37.916535,128.286377,일반휴게소,00:00,23:59,88867,555,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,용대리황태국밥,033-852-8602,2026-01-26,B500004,한국도로공사
남성주참외(창원),고속국도,45,중부내륙선,하행,35.869015,128.316816,일반휴게소,00:00,23:59,38447,147,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,화덕흑돼지불고기,054-933-7105,2026-01-26,B500004,한국도로공사
남성주참외(양평),고속국도,45,중부내륙선,상행,35.858422,128.319904,일반휴게소,00:00,23:59,39978,139,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,화덕흑돼지불고기,054-931-5741,2026-01-26,B500004,한국도로공사
김해금관가야,고속국도,600,부산외곽선,양방향,35.269933,129.003134,일반휴게소,00:00,23:59,52100,356,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,제육덮밥,055-312-2820,2026-01-26,B500004,한국도로공사
김천(서울),고속국도,1,경부선,상행,36.131107,128.164009,화물차휴게소,00:00,23:59,30577,163,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,지례흑돼지제육,054-433-1523,2026-01-26,B500004,한국도로공사
김천(부산),고속국도,1,경부선,하행,36.129252,128.164782,화물차휴게소,00:00,23:59,45224,188,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,대구궁중육개장,054-435-0211,2026-01-26,B500004,한국도로공사
기흥(부산),고속국도,1,경부선,하행,37.235125,127.104595,일반휴게소,00:00,23:59,72615,446,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,옛날흑돼지돈가스,031-286-5001,2026-01-26,B500004,한국도로공사
금왕(평택),고속국도,40,평택제천선,상행,36.970655,127.589499,일반휴게소,00:00,23:59,42627,100,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,금왕인삼불고기,043-877-7000,2026-01-26,B500004,한국도로공사
금왕(제천),고속국도,40,평택제천선,하행,36.9694501,127.590845,일반휴게소,00:00,23:59,42829,93,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,금왕인삼솥비빔밥,043-881-0001,2026-01-26,B500004,한국도로공사
금산인삼랜드(통영),고속국도,35,대전통영선,하행,36.152874,127.495954,일반휴게소,00:00,23:59,48351,237,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,,인삼능이왕갈비탕,041-751-2892,2026-01-26,B500004,한국도로공사
금산인삼랜드(대전),고속국도,35,대전통영선,상행,36.154689,127.497681,일반휴게소,00:00,23:59,40492,187,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,,인삼갈비탕,041-754-9200,2026-01-26,B500004,한국도로공사
금강(부산),고속국도,1,경부선,하행,36.279148,127.672231,일반휴게소,00:00,23:59,17409,314,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,,도리뱅뱅정식,043-731-2233,2026-01-26,B500004,한국도로공사
군위(춘천),고속국도,55,중앙선,상행,36.266002,128.576774,일반휴게소,00:00,23:59,39273,154,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,강된장비빔밤,054-383-7114,2026-01-26,B500004,한국도로공사
군위(부산),고속국도,55,중앙선,하행,36.266556,128.574852,일반휴게소,00:00,23:59,36839,157,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,강된장비빔밤,054-383-6114,2026-01-26,B500004,한국도로공사
군산(서울),고속국도,15,서해안선,상행,36.018831,126.797698,일반휴게소,00:00,23:59,50249,212,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,불고기비빔밥,063-453-2818,2026-01-26,B500004,한국도로공사
군산(목포),고속국도,15,서해안선,하행,35.980591,126.828971,일반휴게소,00:00,23:59,14071,151,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,해장아욱국밥,063-453-0402,2026-01-26,B500004,한국도로공사
구정(속초),고속국도,65,동해선,상행,37.723012,128.854228,일반휴게소,00:00,23:59,52345,150,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,옛날돈까스,033-644-4760,2026-01-26,B500004,한국도로공사
구정(삼척),고속국도,65,동해선,하행,37.722214,128.8511601,일반휴게소,00:00,23:59,41920,241,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,통등심돈까스,033-644-8345,2026-01-26,B500004,한국도로공사
구리(일산),고속국도,100,수도권제1순환선,하행,37.628023,127.139237,일반휴게소,00:00,23:59,19500,149,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,초당해물순두부,031-529-3564,2026-01-26,B500004,한국도로공사
괴산(창원),고속국도,45,중부내륙선,하행,36.831456,127.957845,일반휴게소,00:00,23:59,37162,264,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,괴산짜글이찌개,043-832-7966,2026-01-26,B500004,한국도로공사
괴산(양평),고속국도,45,중부내륙선,상행,36.831894,127.960141,일반휴게소,00:00,23:59,38776,189,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,엄나무닭곰탕,043-832-6595,2026-01-26,B500004,한국도로공사
공주(대전),고속국도,30,당진영덕선,상행,36.496946,127.1666701,일반휴게소,00:00,23:59,49748,193,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,공주알밤돌솥비빔밥,041-854-6060,2026-01-26,B500004,한국도로공사
공주(당진),고속국도,30,당진영덕선,하행,36.498679,127.164921,일반휴게소,00:00,23:59,52144,184,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,공주알밤돌솥비빔밥,041-854-0050,2026-01-26,B500004,한국도로공사
곡성(천안),고속국도,25,호남선,상행,35.259632,127.152741,일반휴게소,00:00,23:59,24680,123,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,제육덮밥+사골우거지국밥,061-362-8300,2026-01-26,B500004,한국도로공사
곡성(순천),고속국도,25,호남선,하행,35.258498,127.150737,일반휴게소,00:00,23:59,16137,140,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,입맛없을땐 짜글이+흑돼지 김치찌개,061-363-2766,2026-01-26,B500004,한국도로공사
고창고인돌(서울),고속국도,15,서해안선,상행,35.4620701,126.673477,일반휴게소,00:00,23:59,114191,259,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,장어탕,063-561-6323,2026-01-26,B500004,한국도로공사
고창고인돌(목포),고속국도,15,서해안선,하행,35.468653,126.673871,일반휴게소,00:00,23:59,52451,294,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,,고창장어탕,063-561-6313,2026-01-26,B500004,한국도로공사
고성공룡나라(통영),고속국도,35,대전통영선,하행,35.0518101,128.262763,화물차휴게소,00:00,23:59,42488,161,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,해물순두부,055-674-7028,2026-01-26,B500004,한국도로공사
고성공룡나라(대전),고속국도,35,대전통영선,상행,35.056665,128.252359,일반휴게소,00:00,23:59,50422,148,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,꼬막비빔밥,055-674-0494,2026-01-26,B500004,한국도로공사
경주(부산),고속국도,1,경부선,하행,35.724761,129.1929501,화물차휴게소,00:00,23:59,72848,294,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,경주천년한우국밥,054-748-3195,2026-01-26,B500004,한국도로공사
경산(서울),고속국도,1,경부선,상행,35.879323,128.810331,일반휴게소,00:00,23:59,40171,253,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,돼지갈비정식,053-852-5243,2026-01-26,B500004,한국도로공사
건천(서울),고속국도,1,경부선,상행,35.831894,129.109244,일반휴게소,00:00,23:59,23174,96,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,건천버섯차돌된장찌개,054-751-7401,2026-01-26,B500004,한국도로공사
건천(부산),고속국도,1,경부선,하행,35.830716,129.1093101,간이휴게소,00:00,23:59,13041,120,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,누구나돌솥비빔밥,054-751-6890,2026-01-26,B500004,한국도로공사
거창(대구),고속국도,12,광주대구선,상행,35.706469,128.056945,일반휴게소,00:00,23:59,56462,92,N,Y,N,Y,N,N,Y,N,Y,Y,Y,,왕돈가스,055-943-9534,2026-01-26,B500004,한국도로공사
거창(광주),고속국도,12,광주대구선,하행,35.708862,128.057962,일반휴게소,00:00,23:59,56462,106,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,,돼지고기김치찌개,055-943-0992,2026-01-26,B500004,한국도로공사
강천산(대구),고속국도,12,광주대구선,상행,35.364369,127.104757,간이휴게소,00:00,23:59,12365,70,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,순창고추장 돌솥비빔밥+차돌박이 된장찌개,063-653-3050,2026-01-26,B500004,한국도로공사
강천산(광주),고속국도,12,광주대구선,하행,35.3657501,127.105451,일반휴게소,00:00,23:59,17767,95,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,,순창고추장 돌솥비빔밥+차돌박이 된장찌개,063-653-4033,2026-01-26,B500004,한국도로공사
강릉(인천),고속국도,50,영동선,상행,37.760275,128.8053601,일반휴게소,00:00,23:59,71026,274,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,초당몽글순두부+초당두부황태해장국,033-647-9970,2026-01-26,B500004,한국도로공사
강릉(강릉),고속국도,50,영동선,하행,37.758206,128.806648,일반휴게소,00:00,23:59,85218,244,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,뚝배기불고기,033-648-8850,2026-01-26,B500004,한국도로공사
